Date,Value
2000-03-20,56.593345585854784
2000-03-21,60.17372092704106
2000-03-22,61.368963310544416
2000-03-23,63.6492825134229
2000-03-24,59.692784514326235
2000-03-25,59.14523488839295
2000-03-26,59.788664981770445
2000-03-27,62.64999419687594
2000-03-28,61.500751950400925
2000-03-29,59.80483380402156
2000-03-30,61.909034978623545
2000-03-31,61.091840118494986
2000-04-01,62.84719737842768
2000-04-02,59.51506039879267
2000-04-03,60.270138513678035
2000-04-04,60.14458084958602
2000-04-05,58.00214171238969
2000-04-06,61.51882957167086
2000-04-07,61.44316365536675
2000-04-08,60.922795405959064
2000-04-09,60.43196637318426
2000-04-10,58.05603441822258
2000-04-11,60.028190854107585
2000-04-12,60.16383648674629
2000-04-13,59.22158237801166
2000-04-14,60.47753408299167
2000-04-15,61.57928367991969
2000-04-16,64.5117496326617
2000-04-17,61.05386111130517
2000-04-18,61.18227895131849
2000-04-19,60.47791813477213
2000-04-20,56.746073369523636
2000-04-21,60.484583683005766
2000-04-22,60.60927388283636
2000-04-23,65.36372353535037
2000-04-24,59.99818529236869
2000-04-25,60.92893094526116
2000-04-26,60.19662276153167
2000-04-27,57.866201948007784
2000-04-28,62.42403853637913
2000-04-29,61.574439291668476
2000-04-30,61.58218593382145
2000-05-01,58.10828827750374
2000-05-02,62.65700990237131
2000-05-03,56.9695195719137
2000-05-04,60.86620476113117
2000-05-05,63.990166045806326
2000-05-06,57.54246933697772
2000-05-07,58.302785055253615
2000-05-08,59.54410219338473
2000-05-09,58.24487732959376
2000-05-10,56.05517168865487
2000-05-11,59.195966363282466
2000-05-12,56.83427870045322
2000-05-13,59.80385313659045
2000-05-14,56.91337164001836
2000-05-15,61.74544435089995
2000-05-16,56.97026255208714
2000-05-17,57.78171306866043
2000-05-18,59.93984670360911
2000-05-19,55.73600546190225
2000-05-20,58.535558511343595
2000-05-21,60.57584908065571
2000-05-22,54.625580663243184
2000-05-23,58.08689586302295
2000-05-24,58.11261158813012
2000-05-25,59.02988637580385
2000-05-26,54.86395110116857
2000-05-27,54.56680945287469
2000-05-28,58.11977575533556
2000-05-29,57.536373731872885
2000-05-30,57.308286182311086
2000-05-31,57.36352032915248
2000-06-01,55.17236869130078
2000-06-02,56.85723446540891
2000-06-03,56.837740023336
2000-06-04,54.68036409903185
2000-06-05,59.69673686579446
2000-06-06,56.767669241519116
2000-06-07,53.29095259375091
2000-06-08,56.83900998383233
2000-06-09,53.427716311585
2000-06-10,56.80130651478258
2000-06-11,57.39331428472214
2000-06-12,53.28272018554188
2000-06-13,56.697822667846914
2000-06-14,55.4426900466079
2000-06-15,56.10642707198113
2000-06-16,58.10024089258797
2000-06-17,53.65944557280361
2000-06-18,52.48558437359114
2000-06-19,52.056180295146916
2000-06-20,52.04510832800489
2000-06-21,53.36346243842741
2000-06-22,54.040374079018456
2000-06-23,53.75137356785879
2000-06-24,54.691848272597866
2000-06-25,52.902593854972764
2000-06-26,55.62243565248663
2000-06-27,52.024551125858714
2000-06-28,57.83247110683716
2000-06-29,53.48155702557531
2000-06-30,50.35386928943877
2000-07-01,49.76428497276466
2000-07-02,52.70887486159949
2000-07-03,51.13489002707698
2000-07-04,52.84777865813888
2000-07-05,52.20434247548916
2000-07-06,50.950477382351615
2000-07-07,49.2410450656912
2000-07-08,47.74371547941132
2000-07-09,49.71948832134015
2000-07-10,52.164805619448195
2000-07-11,50.72011735887524
2000-07-12,47.6408565853204
2000-07-13,50.3196329537666
2000-07-14,50.58542560505972
2000-07-15,47.88922842529161
2000-07-16,49.8072284070817
2000-07-17,49.45976250961193
2000-07-18,46.901752652346595
2000-07-19,49.74844652796166
2000-07-20,50.0004986433782
2000-07-21,50.89201766410525
2000-07-22,50.681480977362476
2000-07-23,45.667523956788145
2000-07-24,46.39727026813011
2000-07-25,49.154167767852655
2000-07-26,49.004012313668206
2000-07-27,48.86009197291656
2000-07-28,55.390275137804494
2000-07-29,48.68271408630174
2000-07-30,49.669536203622556
2000-07-31,49.1652764558995
2000-08-01,48.42036436815385
2000-08-02,46.348837600560785
2000-08-03,48.3606379593672
2000-08-04,45.16194518551834
2000-08-05,46.10047016241822
2000-08-06,45.47155022529855
2000-08-07,46.47589575584791
2000-08-08,50.81307650109779
2000-08-09,42.322623615183225
2000-08-10,47.304892234790685
2000-08-11,42.58402112525506
2000-08-12,44.74457269633029
2000-08-13,47.747262551799395
2000-08-14,45.58082594342076
2000-08-15,43.18169817527161
2000-08-16,43.79355648040829
2000-08-17,46.47242636110973
2000-08-18,43.54369119570085
2000-08-19,45.330697070678
2000-08-20,44.884475404487546
2000-08-21,43.38791317688293
2000-08-22,48.87904776498025
2000-08-23,45.76133949384888
2000-08-24,40.34788618885863
2000-08-25,44.678109166329406
2000-08-26,42.89104655600407
2000-08-27,45.831324682353355
2000-08-28,42.45570372894824
2000-08-29,43.728036543535566
2000-08-30,44.88675286046265
2000-08-31,45.53008910784112
2000-09-01,41.322343998795226
2000-09-02,42.98087548858275
2000-09-03,42.629536151383164
2000-09-04,42.20494862750349
2000-09-05,46.97735045731535
2000-09-06,44.193917120979755
2000-09-07,40.802395830735975
2000-09-08,45.10281667217861
2000-09-09,47.457073083645476
2000-09-10,45.22611705814798
2000-09-11,40.07364863418777
2000-09-12,42.09791605414578
2000-09-13,45.557012332068794
2000-09-14,41.56748289888947
2000-09-15,43.83293337065096
2000-09-16,44.45989027661804
2000-09-17,41.02495709055323
2000-09-18,42.730843781552714
2000-09-19,36.341328403406955
2000-09-20,40.7519591975316
2000-09-21,42.275382197575375
2000-09-22,40.2676577337469
2000-09-23,46.013681967928726
2000-09-24,39.87714875140459
2000-09-25,41.848857915599055
2000-09-26,42.98489213703048
2000-09-27,45.60337496947831
2000-09-28,39.84947854179079
2000-09-29,45.05086469743634
2000-09-30,42.75129953549179
2000-10-01,40.7770753005422
2000-10-02,43.67652192872763
2000-10-03,43.16561927875011
2000-10-04,41.585212034126776
2000-10-05,42.94635443889849
2000-10-06,42.060182844804686
2000-10-07,43.08485562156297
2000-10-08,44.21203925486277
2000-10-09,46.09270868141718
2000-10-10,40.48087457840644
2000-10-11,47.261328581791616
2000-10-12,39.1327596982389
2000-10-13,42.77794639487226
2000-10-14,44.30562986124494
2000-10-15,43.741344516954996
2000-10-16,41.98720158381026
2000-10-17,42.87245766056244
2000-10-18,42.36164986476327
2000-10-19,42.230705323160045
2000-10-20,45.17324031977062
2000-10-21,44.255470392511135
2000-10-22,42.22580852124944
2000-10-23,45.483782915074535
2000-10-24,44.37488616458687
2000-10-25,45.46444435582458
2000-10-26,45.17911955582086
2000-10-27,42.345701281633424
2000-10-28,42.969824455010574
2000-10-29,45.673912110812886
2000-10-30,45.4918234794245
2000-10-31,44.32363326477574
2000-11-01,44.697015183859534
2000-11-02,47.11715887630157
2000-11-03,43.48067316598355
2000-11-04,45.86248849868199
2000-11-05,44.47084916210807
2000-11-06,44.549247003471955
2000-11-07,47.293942822227606
2000-11-08,46.86137613040828
2000-11-09,46.95406076129352
2000-11-10,48.056809345469276
2000-11-11,45.60894959847989
2000-11-12,47.054185065624374
2000-11-13,45.19529625717323
2000-11-14,46.59189232201776
2000-11-15,45.813147668446874
2000-11-16,46.39940865946897
2000-11-17,47.529786378637155
2000-11-18,44.83912244520359
2000-11-19,50.79842836894813
2000-11-20,44.741669626650776
2000-11-21,44.46729976552276
2000-11-22,49.355754262591454
2000-11-23,48.768556686774616
2000-11-24,48.58097276449667
2000-11-25,48.73868828399054
2000-11-26,47.608488891394984
2000-11-27,45.99113812535214
2000-11-28,48.091557401004465
2000-11-29,46.74152050332027
2000-11-30,50.20353002831447
2000-12-01,48.11812973539595
2000-12-02,46.921667205257094
2000-12-03,48.091725607665495
2000-12-04,49.723569491147146
2000-12-05,47.93479496888773
2000-12-06,47.58362318274396
2000-12-07,49.882494530924085
2000-12-08,50.053299079781375
2000-12-09,48.718868220351006
2000-12-10,48.961162166999635
2000-12-11,50.53887087877414
2000-12-12,47.3511347000817
2000-12-13,47.60586020468399
2000-12-14,49.15828722868903
2000-12-15,50.343524121235255
2000-12-16,51.568282180034124
2000-12-17,54.073984773839605
2000-12-18,53.01610411636237
2000-12-19,51.159077941386954
2000-12-20,51.61970048576219
2000-12-21,49.8320098289096
2000-12-22,51.97988552137242
2000-12-23,51.61989500102707
2000-12-24,53.02335667168265
2000-12-25,50.904521138421
2000-12-26,53.77904504110788
2000-12-27,55.98745355798195
2000-12-28,52.88628303085375
2000-12-29,54.08920732797043
2000-12-30,54.848154421863875
2000-12-31,52.847559056228334
2001-01-01,54.28031852517917
2001-01-02,54.039400917791056
2001-01-03,54.39154886933019
2001-01-04,52.83200470031226
2001-01-05,54.608668335892354
2001-01-06,55.737013556965245
2001-01-07,57.824367664583605
2001-01-08,57.021329373303054
2001-01-09,59.589453121665926
2001-01-10,53.92823631603868
2001-01-11,57.3869083718738
2001-01-12,56.1877290101629
2001-01-13,60.378820996477
2001-01-14,54.56013108934919
2001-01-15,54.674089266800316
2001-01-16,55.330796284453
2001-01-17,52.45703288018647
2001-01-18,55.827702203201355
2001-01-19,55.53443129381625
2001-01-20,57.52601656889355
2001-01-21,58.080273173318034
2001-01-22,61.319587107338506
2001-01-23,59.63748173880818
2001-01-24,56.75107258073493
2001-01-25,56.27510668342644
2001-01-26,59.22159426851732
2001-01-27,55.76182700336282
2001-01-28,62.228420240737215
2001-01-29,61.08621864260046
2001-01-30,57.94940419739036
2001-01-31,55.620440380339296
2001-02-01,61.91190082198632
2001-02-02,59.13097202487776
2001-02-03,61.98998575562312
2001-02-04,56.47816224532244
2001-02-05,58.61925268863045
2001-02-06,59.977754269044006
2001-02-07,60.20872988868074
2001-02-08,59.36033654145019
2001-02-09,61.65002287359676
2001-02-10,58.41105475158463
2001-02-11,60.4015872123802
2001-02-12,61.065027451753245
2001-02-13,61.98940534035417
2001-02-14,62.51781302669425
2001-02-15,58.977282039142004
2001-02-16,58.28821204148787
2001-02-17,64.03952387343688
2001-02-18,62.27434890092473
2001-02-19,60.236085011672515
2001-02-20,64.95645221988443
2001-02-21,62.20430777929347
2001-02-22,64.44805093569543
2001-02-23,62.33864784456697
2001-02-24,66.4368864398376
2001-02-25,65.93544721791055
2001-02-26,62.03377796669993
2001-02-27,64.57932595825349
2001-02-28,64.02892281444558
2001-03-01,65.57490269782272
2001-03-02,61.00471662613576
2001-03-03,64.40101997143931
2001-03-04,65.23752407313282
2001-03-05,59.69233449174926
2001-03-06,60.929791671190884
2001-03-07,59.301673772506156
2001-03-08,62.922466212964224
2001-03-09,64.97479738875828
2001-03-10,66.62013093998402
2001-03-11,63.8365618490688
2001-03-12,67.01579167056154
2001-03-13,61.06576095784164
2001-03-14,60.48380028424123
2001-03-15,63.84125286812582
2001-03-16,64.77942873660163
2001-03-17,64.00200988036036
2001-03-18,59.98575501843531
2001-03-19,63.99276447269863
2001-03-20,61.60954441404686
2001-03-21,65.60240980037617
2001-03-22,65.03793465971462
2001-03-23,62.463734851285146
2001-03-24,63.351591116200154
2001-03-25,62.29379505040142
2001-03-26,64.31682087439319
2001-03-27,66.37947460247426
2001-03-28,62.521797638410476
2001-03-29,65.52244724259133
2001-03-30,63.47198487565195
2001-03-31,62.96193935527422
2001-04-01,64.3458466774528
2001-04-02,62.49868194170863
2001-04-03,63.46816419617921
2001-04-04,62.18304137067264
2001-04-05,68.5086218744867
2001-04-06,64.64711612148517
2001-04-07,63.171602095021804
2001-04-08,64.9905283141426
2001-04-09,64.32648454055288
2001-04-10,64.09483670325696
2001-04-11,65.74781489972516
2001-04-12,66.01428093989443
2001-04-13,63.41513462123385
2001-04-14,63.29846902503432
2001-04-15,63.87107857198733
2001-04-16,59.78553550076948
2001-04-17,61.32432336124438
2001-04-18,67.050926704762
2001-04-19,67.56674539330702
2001-04-20,63.73554372100895
2001-04-21,65.34072536001574
2001-04-22,64.76131377204139
2001-04-23,70.24500092729028
2001-04-24,66.27205704480009
2001-04-25,63.7200010776324
2001-04-26,62.00496541974131
2001-04-27,60.6406653827317
2001-04-28,64.19532017908354
2001-04-29,62.20787173572632
2001-04-30,60.80561462054001
2001-05-01,62.28391741860816
2001-05-02,61.33832527327032
2001-05-03,66.7975049676434
2001-05-04,65.10577008742953
2001-05-05,63.243309511553136
2001-05-06,66.13343026501914
2001-05-07,63.2401171297544
2001-05-08,61.27223106055292
2001-05-09,65.94807679236547
2001-05-10,63.88431863815647
2001-05-11,60.6343481050175
2001-05-12,62.2282087717382
2001-05-13,60.75543176855057
2001-05-14,59.63662064655729
2001-05-15,64.14793063592818
2001-05-16,66.00560241769989
2001-05-17,59.27870095343349
2001-05-18,63.088750742250916
2001-05-19,60.546448956526504
2001-05-20,60.75638787460594
2001-05-21,60.42677572361311
2001-05-22,59.762565593006
2001-05-23,61.464671401848
2001-05-24,59.58094576681121
2001-05-25,61.6571542838089
2001-05-26,60.88737630402646
2001-05-27,60.37982658531043
2001-05-28,58.910765300018575
2001-05-29,59.43886172426984
2001-05-30,61.96808293327086
2001-05-31,61.32245828540729
2001-06-01,58.22730764486065
2001-06-02,60.24139168194536
2001-06-03,61.40436932348221
2001-06-04,56.42025637284186
2001-06-05,60.70190822826483
2001-06-06,58.144755881803846
2001-06-07,60.464756925342535
2001-06-08,57.649384453479634
2001-06-09,55.41731545071062
2001-06-10,55.622052431531344
2001-06-11,58.8222930200301
2001-06-12,59.09352982568827
2001-06-13,56.61243715914946
2001-06-14,59.54431311028965
2001-06-15,54.789266627454246
2001-06-16,57.82449532998545
2001-06-17,55.37818940528445
2001-06-18,56.33938448670181
2001-06-19,57.58000649703078
2001-06-20,55.605902167367866
2001-06-21,56.39855476879597
2001-06-22,59.020655747814054
2001-06-23,55.69420823015244
2001-06-24,58.35886599865609
2001-06-25,54.267176361901704
2001-06-26,57.42497585400257
2001-06-27,59.08700203365043
2001-06-28,51.09884377340335
2001-06-29,54.28643181910436
2001-06-30,56.872328656632405
2001-07-01,55.14997919680089
2001-07-02,56.136221777855745
2001-07-03,54.02384522429704
2001-07-04,55.242957244900495
2001-07-05,54.59651275555791
2001-07-06,57.081699330984996
2001-07-07,55.09347418843045
2001-07-08,55.09861525293346
2001-07-09,53.43876429322925
2001-07-10,53.126795582656264
2001-07-11,53.076813494975596
2001-07-12,54.57123842750097
2001-07-13,52.78130214042371
2001-07-14,54.04434055939487
2001-07-15,57.457744894984764
2001-07-16,54.892027602054036
2001-07-17,52.34129800838424
2001-07-18,55.240121092335734
2001-07-19,51.866721061222
2001-07-20,48.45268052028602
2001-07-21,50.359742555919894
2001-07-22,48.482293031240964
2001-07-23,51.36983572461972
2001-07-24,51.95975710633946
2001-07-25,55.12697185798591
2001-07-26,52.28029515937211
2001-07-27,51.04179554268676
2001-07-28,52.993623318862035
2001-07-29,46.76866244689965
2001-07-30,51.51963403947849
2001-07-31,52.44900331668703
2001-08-01,47.81040937398257
2001-08-02,52.91688417625532
2001-08-03,51.16969233336949
2001-08-04,49.5270197867919
2001-08-05,51.48967110811081
2001-08-06,54.63366303656554
2001-08-07,50.325879987192266
2001-08-08,50.330200540351456
2001-08-09,48.78843220128625
2001-08-10,47.88268311511207
2001-08-11,51.12012450072285
2001-08-12,47.62626877609142
2001-08-13,49.36249383230345
2001-08-14,48.146951011699606
2001-08-15,49.945147382623006
2001-08-16,49.54148810950211
2001-08-17,50.83831075175618
2001-08-18,47.63439166142564
2001-08-19,48.0080300209273
2001-08-20,46.48580429311531
2001-08-21,47.45252735194236
2001-08-22,48.9957605724193
2001-08-23,49.65747868250356
2001-08-24,46.20384071381859
2001-08-25,49.69441237700188
2001-08-26,50.57589520315074
2001-08-27,48.60332781920831
2001-08-28,51.444336830929764
2001-08-29,46.059931028262234
2001-08-30,45.037468895878895
2001-08-31,43.89113822169233
2001-09-01,50.36502543588515
2001-09-02,48.608609272972764
2001-09-03,47.11825743188416
2001-09-04,47.72154434529055
2001-09-05,44.8454638821564
2001-09-06,51.92545765829149
2001-09-07,47.232606103356524
2001-09-08,47.135882367278846
2001-09-09,48.314293937417595
2001-09-10,47.77320500051911
2001-09-11,47.21015661465405
2001-09-12,45.135435288987665
2001-09-13,47.61612674796754
2001-09-14,50.39687082307711
2001-09-15,49.28613460666847
2001-09-16,49.74699542303816
2001-09-17,45.506386680847015
2001-09-18,44.52068485315916
2001-09-19,46.222289243345806
2001-09-20,46.562184304777574
2001-09-21,48.61890153730359
2001-09-22,43.02829483824695
2001-09-23,49.45795999898669
2001-09-24,46.07141571016788
2001-09-25,45.52518474909818
2001-09-26,44.349202231937966
2001-09-27,43.06111504761454
2001-09-28,48.01754401207349
2001-09-29,46.52117312750324
2001-09-30,43.80091161397051
2001-10-01,43.79993505851087
2001-10-02,45.73074558162084
2001-10-03,49.75554293818195
2001-10-04,45.916463085717155
2001-10-05,43.450464362682226
2001-10-06,45.98932391035632
2001-10-07,45.96237379156514
2001-10-08,41.14400461993753
2001-10-09,46.46208531609084
2001-10-10,46.14463651564278
2001-10-11,48.03767456210591
2001-10-12,50.384847487174596
2001-10-13,48.984646644038946
2001-10-14,46.24121806716613
2001-10-15,44.61630896400159
2001-10-16,52.029320229951175
2001-10-17,47.057139029305965
2001-10-18,47.02551031790683
2001-10-19,47.011184662828455
2001-10-20,47.52020564726428
2001-10-21,46.902718596733166
2001-10-22,46.11430369801027
2001-10-23,46.24086528172725
2001-10-24,47.344780582401654
2001-10-25,46.40187057587913
2001-10-26,46.144170306619316
2001-10-27,47.866551758861355
2001-10-28,47.2302321005628
2001-10-29,50.83731087773173
2001-10-30,42.619143331771554
2001-10-31,50.19845015654895
2001-11-01,50.60453080223723
2001-11-02,44.065048619908424
2001-11-03,47.62844075549452
2001-11-04,47.67541200435034
2001-11-05,45.710211077540215
2001-11-06,47.07897603474464
2001-11-07,46.52523742732158
2001-11-08,52.365084319279475
2001-11-09,50.848398275587165
2001-11-10,51.63896192114894
2001-11-11,50.66028604330084
2001-11-12,47.08217558059998
2001-11-13,48.416789237800586
2001-11-14,50.57230873949671
2001-11-15,47.27917815939836
2001-11-16,51.2814135898283
2001-11-17,49.50882153144706
2001-11-18,49.375922196571345
2001-11-19,51.6855737539842
2001-11-20,51.29223101262225
2001-11-21,49.82374465946006
2001-11-22,53.00819212231981
2001-11-23,48.673104643648934
2001-11-24,52.21460434428087
2001-11-25,52.318199781398754
2001-11-26,50.66388955846084
2001-11-27,52.08791291280802
2001-11-28,49.0877211318464
2001-11-29,53.593897964758305
2001-11-30,51.53348628859296
2001-12-01,51.016798457362135
2001-12-02,54.320680050515904
2001-12-03,50.975809909885974
2001-12-04,49.730783989868776
2001-12-05,49.598985727447854
2001-12-06,54.090083876568116
2001-12-07,50.4842614029477
2001-12-08,56.72295430153265
2001-12-09,49.21889575532583
2001-12-10,56.94615151481637
2001-12-11,54.146805938464105
2001-12-12,53.70387715933556
2001-12-13,52.98094957981921
2001-12-14,55.043447899898055
2001-12-15,54.34514901980924
2001-12-16,56.80307081287118
2001-12-17,55.00172763726458
2001-12-18,55.2513883928821
2001-12-19,54.40173057688609
2001-12-20,55.19384165412542
2001-12-21,56.10267209596934
2001-12-22,52.246575008043926
2001-12-23,53.150841434655916
2001-12-24,57.51444773905191
2001-12-25,56.55071390178153
2001-12-26,56.02238533992016
2001-12-27,56.60884359810758
2001-12-28,57.448966738490796
2001-12-29,55.856264523153804
2001-12-30,55.561256987637016
2001-12-31,57.69169051019537
2002-01-01,55.52538800632828
2002-01-02,58.480721627656386
2002-01-03,54.441029463756834
2002-01-04,60.0863355426745
2002-01-05,59.15484295220055
2002-01-06,58.90307644310208
2002-01-07,60.53746241688456
2002-01-08,62.08373661005781
2002-01-09,60.961828336679076
2002-01-10,55.43118297915148
2002-01-11,56.73311316496105
2002-01-12,58.22140784329484
2002-01-13,59.70139723046332
2002-01-14,60.86204570099773
2002-01-15,58.55204532485495
2002-01-16,60.55311510429521
2002-01-17,58.84405846409943
2002-01-18,59.306176640579004
2002-01-19,57.8893744232272
2002-01-20,59.02876250371932
2002-01-21,58.34339201053103
2002-01-22,59.26549892295207
2002-01-23,63.49391765565174
2002-01-24,59.656082114395836
2002-01-25,66.98670015579793
2002-01-26,62.874391727266094
2002-01-27,62.42196566479385
2002-01-28,60.498787148666075
2002-01-29,63.77795815997587
2002-01-30,61.38647984912422
2002-01-31,62.94072906781176
2002-02-01,67.97432515019308
2002-02-02,62.81793191593369
2002-02-03,65.46289978424754
2002-02-04,61.91066471265938
2002-02-05,63.39802575354407
2002-02-06,67.15886814087867
2002-02-07,62.51083458557572
2002-02-08,67.53536460040252
2002-02-09,65.46982687981274
2002-02-10,63.071362058561284
2002-02-11,65.60116166053383
2002-02-12,66.4195450875829
2002-02-13,65.85414759667108
2002-02-14,61.604133830735556
2002-02-15,63.42229187116801
2002-02-16,64.51140311185611
2002-02-17,64.98530337143977
2002-02-18,66.50106507206691
2002-02-19,65.73846008665213
2002-02-20,62.83345955141918
2002-02-21,66.38335421271968
2002-02-22,66.96062805813541
2002-02-23,66.97319177760885
2002-02-24,68.12695204118286
2002-02-25,67.74260984212194
2002-02-26,67.10006642211495
2002-02-27,66.14585263342748
2002-02-28,63.0662490482433
2002-03-01,67.34687602102319
2002-03-02,66.99993892162217
2002-03-03,67.22207472583317
2002-03-04,64.21717794779302
2002-03-05,64.69770038377895
2002-03-06,69.05261440318824
2002-03-07,66.95102782031304
2002-03-08,68.47428127659859
2002-03-09,67.24634962942727
2002-03-10,67.32492911478346
2002-03-11,69.21493990018125
2002-03-12,66.3764711229842
2002-03-13,67.66820542815339
2002-03-14,66.61601458554145
2002-03-15,66.73335581105444
2002-03-16,67.04295359178572
2002-03-17,68.16166691981597
2002-03-18,66.81314197518812
2002-03-19,70.33251680287124
2002-03-20,66.07926881061756
2002-03-21,67.53932141439337
2002-03-22,67.07527605097258
2002-03-23,70.88745019264734
2002-03-24,68.42243450389668
2002-03-25,70.12591117311659
2002-03-26,65.12105832286557
2002-03-27,68.6532904932103
2002-03-28,69.92251132232843
2002-03-29,68.3289221901065
2002-03-30,70.31346086252753
2002-03-31,67.16310811959816
2002-04-01,71.02860227773306
2002-04-02,72.81696283378588
2002-04-03,67.49978568599427
2002-04-04,67.3377921130488
2002-04-05,71.13594056288933
2002-04-06,71.38573330900313
2002-04-07,67.17533305670042
2002-04-08,67.37219485848243
2002-04-09,67.63757142221354
2002-04-10,65.49787488025486
2002-04-11,66.33217760666992
2002-04-12,66.1409839862957
2002-04-13,66.59054178624665
2002-04-14,68.03073573155012
2002-04-15,68.53961143136367
2002-04-16,71.14037881586879
2002-04-17,66.00799740416392
2002-04-18,69.93582296682614
2002-04-19,67.49883227785344
2002-04-20,67.78468838081685
2002-04-21,69.18725041823741
2002-04-22,65.54336941982973
2002-04-23,68.5020588027479
2002-04-24,68.01581163835705
2002-04-25,68.61073878861023
2002-04-26,68.14438358875782
2002-04-27,72.41415830306863
2002-04-28,66.16291293884646
2002-04-29,66.3085793162913
2002-04-30,66.05384098688583
2002-05-01,66.11610894877272
2002-05-02,65.87664702588607
2002-05-03,69.45125475971338
2002-05-04,69.83349906951034
2002-05-05,65.76776220668741
2002-05-06,65.15883084103064
2002-05-07,67.67821162723197
2002-05-08,65.5403533746475
2002-05-09,67.81769227333719
2002-05-10,66.86234459248975
2002-05-11,63.327352183675956
2002-05-12,69.35389653056555
2002-05-13,69.74842362151114
2002-05-14,64.8266427275172
2002-05-15,65.17017242099291
2002-05-16,66.40849991820943
2002-05-17,66.39474968104584
2002-05-18,66.92990081421544
2002-05-19,69.51814317230287
2002-05-20,65.02674418714724
2002-05-21,63.66496908301396
2002-05-22,62.3819086763366
2002-05-23,63.5557680660745
2002-05-24,64.8265920538857
2002-05-25,68.35535635928481
2002-05-26,63.60262992485237
2002-05-27,64.95529858232103
2002-05-28,64.34304683195627
2002-05-29,66.6191909323027
2002-05-30,69.16116533336657
2002-05-31,62.90888636431789
2002-06-01,62.85353924942132
2002-06-02,65.78104882522507
2002-06-03,64.91537805599125
2002-06-04,67.10248158655665
2002-06-05,64.43304421415688
2002-06-06,62.401419218121426
2002-06-07,64.15486924954084
2002-06-08,65.04330992773049
2002-06-09,64.31804401443439
2002-06-10,63.541685369512265
2002-06-11,64.50947250588564
2002-06-12,64.56267600313666
2002-06-13,64.83538839143333
2002-06-14,63.21454796791419
2002-06-15,61.42807059135846
2002-06-16,61.90008230014673
2002-06-17,63.86323973782607
2002-06-18,59.65918536033166
2002-06-19,61.87255577214377
2002-06-20,60.19005127328106
2002-06-21,60.87515550312526
2002-06-22,63.214973854599776
2002-06-23,60.88019010523856
2002-06-24,60.43035487083812
2002-06-25,57.45687778925712
2002-06-26,61.507874630226446
2002-06-27,61.1448331546168
2002-06-28,64.01864222026884
2002-06-29,58.914665860139316
2002-06-30,59.806485057599225
2002-07-01,59.704837336308415
2002-07-02,62.198836590640056
2002-07-03,58.69122453295476
2002-07-04,59.277820721495395
2002-07-05,59.77366024577517
2002-07-06,58.769353453978084
2002-07-07,57.34176527272695
2002-07-08,58.461589914579676
2002-07-09,60.05978172519373
2002-07-10,55.69897743197913
2002-07-11,57.85786921890858
2002-07-12,56.03209251286605
2002-07-13,59.66336435991392
2002-07-14,54.0684170360345
2002-07-15,55.83909960315071
2002-07-16,57.5542019453197
2002-07-17,59.77439313118861
2002-07-18,56.35619272586187
2002-07-19,55.22247275387871
2002-07-20,59.9412437295229
2002-07-21,53.1298873769222
